Order ID,Order Date,Order Priority,Order Quantity,Discount,Ship Mode,CustID,ProductID,Ship Date
30981,2/15/2018 11:36,Low,7,0.009,Delivery Truck,323,RR1952527,2/26/2018 11:56
31751,5/26/2018 21:18,High,17,0.006,Express Air,317,JW1595545,6/1/2018 3:03
36933,7/13/2018 10:24,High,10,0.019,Delivery Truck,317,SF1096560,7/31/2018 8:29
37152,5/23/2018 9:26,Medium,7,0.022,Delivery Truck,313,MC1784545,5/25/2018 21:37
37152,5/23/2018 4:16,Medium,16,0.013,Delivery Truck,313,KE1642018,6/1/2018 14:32
37223,11/11/2018 19:26,Low,7,0.022,Express Air,329,NP1832582,11/12/2018 16:23
37223,11/11/2018 14:15,Low,5,0.02,Delivery Truck,329,CM1238582,11/27/2018 3:35
37223,11/11/2018 9:33,Low,7,0.006,Delivery Truck,329,BS1166582,11/16/2018 5:39
49349,6/2/2018 1:11,High,13,0.008,Delivery Truck,314,JH1582048,6/27/2018 14:57
49349,6/2/2018 18:04,High,11,0.021,Delivery Truck,314,AR105707,6/24/2018 16:40
50309,3/15/2018 11:42,Low,9,0.01,Delivery Truck,238,DJ1342064,3/17/2018 3:42
52327,12/21/2018 20:08,Medium,5,0,Delivery Truck,327,TH1123561,12/29/2018 1:29
52327,12/20/2018 12:47,Medium,17,0.016,Delivery Truck,327,DK1298582,1/12/2019 15:51
55809,9/10/2018 12:00,Critical,6,0.019,Delivery Truck,320,PO88653,9/26/2018 5:34
4960,2/25/2018 17:47,Low,12,0.002,Delivery Truck,234,JM1525027,2/26/2018 2:34
7367,6/5/2018 6:13,Low,2,0.024,Delivery Truck,336,RS197658,7/3/2018 1:10
9062,3/21/2018 9:33,High,15,0.007,Delivery Truck,339,AB16523,4/14/2018 19:00
10338,7/14/2018 9:07,Not Specified,3,0.005,Delivery Truck,340,DA1345031,7/17/2018 12:18
12868,3/2/2018 11:51,Critical,8,0.008,Delivery Truck,343,GM1468091,3/19/2018 10:02
14662,11/16/2018 3:59,High,7,0.022,Delivery Truck,337,MA17560124,12/1/2018 5:11
21890,1/24/2018 20:31,Not Specified,12,0.001,Delivery Truck,298,AM10705125,2/11/2018 17:23
22149,9/23/2018 1:59,Low,8,0.018,Delivery Truck,344,TS2150527,10/19/2018 17:12
23078,9/16/2018 12:12,Medium,16,0.018,Delivery Truck,349,EJ13720113,10/1/2018 5:50
26243,7/16/2018 22:20,Low,5,0.02,Delivery Truck,352,AS1009093,7/21/2018 17:21
36196,8/7/2018 4:53,Not Specified,5,0,Delivery Truck,359,AB10105140,8/18/2018 22:39
40896,9/3/2018 13:10,Not Specified,8,0.006,Express Air,366,AB1001545,9/22/2018 21:46
43302,8/23/2018 15:33,Low,3,0.018,Delivery Truck,356,VB21745120,9/21/2018 20:06
55425,11/2/2018 3:57,Critical,12,0.021,Express Air,375,TT11265103,11/13/2018 19:32
55815,1/14/2018 1:12,High,5,0.019,Express Air,363,DB1366045,1/20/2018 20:04
22561,1/20/2018 22:13,Critical,15,0.013,Delivery Truck,379,BS116657,1/25/2018 17:50
22561,1/21/2018 0:40,Critical,8,0.018,Delivery Truck,379,ML1775545,1/22/2018 1:29
22561,1/20/2018 6:11,Critical,2,0.024,Express Air,379,CV280572,2/18/2018 3:48
775,3/17/2018 0:58,Critical,6,0.025,Delivery Truck,380,JB1600093,3/31/2018 22:45
775,3/18/2018 16:07,Critical,3,0.02,Delivery Truck,380,TS2150527,3/23/2018 5:19
964,5/19/2018 19:02,Medium,5,0.025,Delivery Truck,382,KD1649545,6/17/2018 4:34
10338,7/15/2018 21:24,Not Specified,6,0.025,Delivery Truck,340,HJ1487559,7/25/2018 15:45
11271,10/18/2018 11:10,High,5,0.005,Delivery Truck,389,MS1736539,11/7/2018 15:53
14662,11/16/2018 5:42,High,8,0.001,Delivery Truck,337,SZ2003527,12/14/2018 19:35
14662,11/17/2018 17:16,High,13,0.01,Delivery Truck,337,LW1682545,11/28/2018 1:40
15009,12/21/2018 20:00,Not Specified,12,0.01,Express Air,390,ED1388527,1/19/2019 3:49
15619,6/28/2018 10:34,Low,8,0.006,Express Air,391,JE1616559,7/18/2018 19:26
20098,12/9/2018 23:23,Medium,17,0.008,Delivery Truck,342,BS1138059,12/18/2018 7:01
23078,9/16/2018 21:59,Medium,12,0.001,Delivery Truck,349,DL128657,10/13/2018 15:32
25280,5/21/2018 22:43,Not Specified,10,0.022,Delivery Truck,382,MG1814539,6/2/2018 21:08
25669,1/17/2018 10:41,Critical,15,0.001,Delivery Truck,256,DW1354078,1/28/2018 12:20
27430,1/31/2018 22:37,High,7,0.011,Delivery Truck,397,JM1558082,2/20/2018 22:49
27559,10/31/2018 13:47,High,15,0.02,Delivery Truck,398,GR1456045,11/1/2018 11:44
33958,2/2/2018 6:37,Critical,10,0.022,Delivery Truck,401,EB13840139,2/24/2018 13:03
33958,2/3/2018 14:14,Critical,14,0.015,Delivery Truck,401,GZ1447058,2/11/2018 12:02
36454,2/19/2018 16:13,Critical,9,0.019,Delivery Truck,397,NF1838527,3/17/2018 3:48
37792,12/29/2018 15:03,High,6,0.018,Delivery Truck,352,SF1096560,1/3/2019 15:12
43302,8/23/2018 21:23,Low,8,0.023,Delivery Truck,356,LC6930134,9/4/2018 19:40
44292,6/14/2018 15:12,Not Specified,10,0.023,Express Air,82,TG2164014,7/14/2018 15:46
45381,8/21/2018 20:18,Medium,9,0.007,Delivery Truck,404,LT1676564,9/4/2018 10:02
46531,8/21/2018 17:02,Low,10,0.013,Delivery Truck,342,AW1093051,8/31/2018 12:44
47136,1/24/2018 18:15,Medium,7,0.009,Delivery Truck,405,BG1103527,2/6/2018 17:26
49312,2/21/2018 8:37,Critical,17,0.02,Delivery Truck,393,JF529560,3/21/2018 20:42
51203,12/22/2018 13:16,High,7,0.004,Delivery Truck,352,AT10435120,1/13/2019 10:10
52195,10/26/2018 13:53,Not Specified,9,0.02,Delivery Truck,385,KB1631545,11/20/2018 6:09
54533,12/18/2018 23:00,Medium,19,0.025,Delivery Truck,409,MG1820558,1/14/2019 22:06
55616,5/9/2018 14:49,High,6,0.005,Delivery Truck,411,PO18865139,5/29/2018 2:34
56515,5/28/2018 19:10,Medium,5,0.021,Express Air,373,CS121307,6/24/2018 6:40
56768,7/28/2018 6:31,Critical,7,0.025,Delivery Truck,354,BP1123058,7/31/2018 17:23
56900,11/26/2018 16:55,Not Specified,11,0.013,Delivery Truck,413,NP1867048,12/20/2018 9:48
58372,4/2/2018 0:10,Low,10,0.018,Delivery Truck,294,JE1574559,4/29/2018 12:48
4773,12/23/2018 8:44,Critical,13,0.005,Delivery Truck,416,MT807038,12/24/2018 6:27
6465,8/12/2018 2:09,Low,17,0.011,Express Air,395,MO1750048,9/5/2018 4:31
7367,6/6/2018 1:35,Low,7,0.025,Express Air,336,BT1168066,6/8/2018 0:39
9062,3/21/2018 15:24,High,16,0.008,Delivery Truck,339,AF1088545,3/24/2018 13:51
10245,2/13/2018 2:15,Medium,9,0.023,Delivery Truck,353,BM1178527,3/3/2018 6:34
13472,10/27/2018 1:27,Critical,16,0.015,Delivery Truck,332,AB1006028,11/14/2018 4:48
15619,6/28/2018 19:39,Low,4,0.02,Delivery Truck,391,TS2150559,7/18/2018 2:04
16674,4/29/2018 0:03,Low,7,0.025,Delivery Truck,406,AH10195140,5/7/2018 6:28
16674,4/30/2018 3:58,Low,16,0.025,Delivery Truck,406,JF1519021,5/20/2018 14:10
16710,4/25/2018 12:05,High,16,0.002,Delivery Truck,371,AD1018059,4/30/2018 6:37
18534,12/31/2018 2:51,Low,4,0.008,Express Air,366,CT1199566,1/17/2019 3:08
18951,6/30/2018 11:44,Critical,2,0.017,Delivery Truck,353,DB1340527,7/7/2018 8:43
18951,6/30/2018 3:09,Critical,19,0.01,Express Air,353,TC2098058,7/1/2018 23:18
20098,12/8/2018 6:41,Medium,8,0.021,Delivery Truck,342,FW1439545,12/31/2018 19:06
22149,9/24/2018 1:53,Low,19,0.007,Delivery Truck,344,ME1732064,10/5/2018 12:25
23078,9/16/2018 18:52,Medium,7,0.002,Delivery Truck,349,JH1582045,10/4/2018 11:32
24422,12/29/2018 6:25,Critical,7,0.017,Delivery Truck,341,JK1612059,1/21/2019 0:43
31303,3/21/2018 5:33,Low,9,0.02,Express Air,357,FM14290132,3/22/2018 17:46
32965,2/24/2018 0:03,High,10,0.02,Delivery Truck,367,DB1340527,3/5/2018 11:22
33253,11/30/2018 23:55,Not Specified,11,0.002,Delivery Truck,388,AC1045058,12/18/2018 21:35
42213,3/21/2018 11:25,Critical,5,0.013,Delivery Truck,256,CM1271582,4/4/2018 11:23
43302,8/24/2018 13:41,Low,7,0.024,Delivery Truck,356,CA1196566,9/14/2018 12:53
45381,8/22/2018 22:44,Medium,2,0.023,Express Air,404,CD1279048,9/7/2018 20:07
45381,8/21/2018 3:47,Medium,5,0.024,Express Air,404,AC1042027,9/16/2018 19:49
47106,10/25/2018 3:22,Medium,10,0,Delivery Truck,420,JK1532545,11/18/2018 19:38
48071,3/3/2018 9:03,Low,5,0.01,Express Air,403,KA1652539,3/17/2018 21:04
49312,2/22/2018 2:19,Critical,5,0.007,Express Air,393,NC834073,3/21/2018 10:59
50276,2/15/2018 8:30,Not Specified,8,0.008,Delivery Truck,413,LW172157,3/12/2018 22:44
51783,11/11/2018 8:54,Medium,6,0.009,Delivery Truck,294,JK1612059,12/3/2018 2:42
52934,7/27/2018 3:15,Critical,7,0.016,Delivery Truck,373,SP2086018,8/20/2018 10:47
55425,11/2/2018 14:34,Critical,10,0.01,Delivery Truck,375,SG2047031,11/14/2018 1:29
56515,5/28/2018 2:54,Medium,9,0.011,Delivery Truck,373,HG1502559,6/9/2018 15:17
326,6/3/2018 14:04,High,19,0.005,Delivery Truck,429,RA1988527,6/17/2018 9:58
326,6/3/2018 9:16,High,9,0.018,Delivery Truck,429,BS1159045,6/19/2018 21:12
3141,11/10/2018 1:23,Critical,2,0.007,Delivery Truck,308,BT1139527,11/16/2018 7:56
6433,11/22/2018 8:47,Medium,11,0.019,Delivery Truck,308,DW1354078,11/24/2018 18:09
7846,6/25/2018 7:30,Low,17,0.01,Delivery Truck,275,JH1591066,7/24/2018 19:47
7846,6/25/2018 4:58,Low,11,0.02,Delivery Truck,275,QJ1925564,7/14/2018 3:58
7846,6/26/2018 13:08,Low,12,0.013,Delivery Truck,275,CC2550137,7/20/2018 15:35
7846,6/26/2018 1:19,Low,13,0.023,Delivery Truck,275,SC2072545,7/18/2018 4:44
8195,1/6/2018 3:03,Medium,7,0.02,Express Air,64,PO1919527,1/16/2018 23:43
8195,1/7/2018 9:14,Medium,13,0.006,Delivery Truck,64,PN1877527,1/28/2018 9:24
8195,1/6/2018 14:49,Medium,3,0.025,Delivery Truck,64,MS1736539,1/13/2018 1:16
9472,6/17/2018 4:06,Critical,10,0,Delivery Truck,438,ND18370139,6/20/2018 21:21
10054,4/28/2018 10:31,High,6,0.012,Delivery Truck,440,BF1097527,5/7/2018 13:38
10054,4/29/2018 16:09,High,10,0.01,Delivery Truck,440,CA1205548,5/22/2018 16:36
13381,8/17/2018 3:18,Medium,8,0.021,Delivery Truck,432,KN670560,8/31/2018 5:40
13634,4/19/2018 22:29,High,2,0.014,Delivery Truck,435,SB202907,5/11/2018 23:24
13634,4/19/2018 17:52,High,10,0.019,Delivery Truck,435,CC1247566,5/3/2018 11:23
13730,5/10/2018 10:05,High,10,0.015,Delivery Truck,435,GM1444037,5/29/2018 8:39
14113,8/5/2018 3:16,High,13,0.011,Delivery Truck,440,TH212357,8/11/2018 2:59
14401,8/4/2018 9:52,Not Specified,8,0.003,Delivery Truck,437,NF1838511,8/10/2018 22:02
15941,12/11/2018 14:42,Not Specified,5,0.009,Delivery Truck,429,HG1502559,12/17/2018 1:16
18023,2/24/2018 18:20,Medium,7,0,Delivery Truck,442,SC102302,3/23/2018 9:59
18023,2/24/2018 8:25,Medium,7,0.017,Delivery Truck,442,BM1114059,3/4/2018 21:57
18400,12/7/2018 4:12,Not Specified,7,0.022,Delivery Truck,64,LC7050110,12/15/2018 3:13
25188,1/4/2018 22:24,Medium,19,0.013,Delivery Truck,442,PB1880593,1/16/2018 20:29
26948,11/23/2018 15:18,High,9,0.02,Express Air,308,AH1046593,11/28/2018 1:12
27622,2/7/2018 10:01,Medium,6,0.021,Delivery Truck,429,AS63095,2/28/2018 11:38
29351,10/4/2018 21:37,Medium,14,0.003,Delivery Truck,430,SE2011048,11/1/2018 14:33
29506,6/15/2018 23:52,Critical,14,0,Delivery Truck,445,DL1333058,6/22/2018 5:58
29506,6/15/2018 15:46,Critical,10,0.022,Delivery Truck,445,NF183858,6/22/2018 14:31
29958,1/6/2018 3:24,High,4,0.007,Delivery Truck,431,EL1373582,1/8/2018 3:54
29958,1/6/2018 23:29,High,3,0.012,Delivery Truck,431,SW2027558,1/21/2018 8:18
32001,10/28/2018 2:00,Low,7,0,Delivery Truck,444,CD1192027,11/27/2018 11:06
32001,10/28/2018 12:09,Low,11,0.014,Delivery Truck,444,DW134807,11/2/2018 16:55
32069,11/19/2018 6:20,Not Specified,17,0.009,Delivery Truck,439,AD1018059,12/6/2018 7:05
32450,12/19/2018 11:48,Medium,3,0.018,Delivery Truck,431,GM1450093,1/17/2019 16:39
32546,3/18/2018 13:33,Critical,17,0.015,Delivery Truck,438,GG1465045,4/2/2018 16:45
32546,3/19/2018 20:53,Critical,10,0.005,Delivery Truck,438,AS102407,3/20/2018 12:38
33061,7/16/2018 1:35,High,11,0.015,Delivery Truck,442,AB10060140,7/27/2018 14:38
33540,6/7/2018 11:20,Low,15,0.012,Delivery Truck,431,CC1237059,6/21/2018 9:25
38403,5/22/2018 11:27,Low,4,0.012,Delivery Truck,297,CM1265545,5/28/2018 23:09
40165,3/3/2018 17:33,High,14,0.005,Delivery Truck,435,DC1328545,3/18/2018 5:04
40454,4/21/2018 9:22,Not Specified,5,0.002,Delivery Truck,448,SK1999082,5/12/2018 21:55
45376,12/2/2018 10:28,Critical,15,0.023,Delivery Truck,434,RD1993092,12/4/2018 23:02
46115,3/2/2018 9:36,Critical,9,0.022,Delivery Truck,449,EB1397518,3/10/2018 7:29
46115,3/3/2018 20:09,Critical,7,0.012,Delivery Truck,449,MS1798048,3/5/2018 18:10
47109,9/12/2018 4:39,High,12,0.024,Delivery Truck,449,PM913560,10/5/2018 2:14
48161,5/24/2018 3:47,Not Specified,13,0.013,Delivery Truck,432,AG1052548,5/25/2018 21:17
48161,5/24/2018 22:21,Not Specified,7,0.009,Delivery Truck,432,SP20920130,5/28/2018 3:24
48515,12/20/2018 10:14,Critical,7,0.024,Express Air,431,AS285108,12/23/2018 17:24
54528,1/5/2018 23:49,Medium,10,0.024,Delivery Truck,64,JL1550582,1/21/2018 19:27
54659,8/15/2018 15:18,High,9,0.021,Delivery Truck,433,PS1904527,8/31/2018 14:53
55361,3/24/2018 16:40,Not Specified,2,0.003,Express Air,444,SC2072545,4/22/2018 2:39
55361,3/24/2018 16:16,Not Specified,19,0.007,Delivery Truck,444,LR1691544,3/27/2018 17:42
56257,9/10/2018 0:56,Medium,7,0.01,Express Air,450,MM1726051,9/26/2018 14:01
57029,3/9/2018 20:59,Critical,10,0.016,Delivery Truck,434,JH16180120,3/26/2018 17:50
57029,3/9/2018 20:31,Critical,17,0.003,Delivery Truck,434,EM396086,3/12/2018 7:00
964,5/20/2018 1:38,Medium,8,0.002,Delivery Truck,382,FM14290132,5/30/2018 16:03
11687,12/25/2018 22:26,High,10,0.003,Delivery Truck,364,HR14770139,1/4/2019 14:01
13089,12/15/2018 13:27,Not Specified,2,0.021,Delivery Truck,356,FO1430545,1/10/2019 5:29
18562,12/21/2018 6:36,Critical,17,0.02,Delivery Truck,305,DB1340527,12/22/2018 0:16
20737,12/26/2018 1:39,Medium,11,0.019,Delivery Truck,398,GH1466527,1/6/2019 16:14
26658,12/23/2018 8:02,High,6,0.017,Delivery Truck,360,JH16180120,1/15/2019 6:43
27271,9/15/2018 7:42,Not Specified,10,0,Delivery Truck,452,HL150407,9/18/2018 6:04
29666,12/30/2018 1:01,Not Specified,7,0.012,Delivery Truck,399,HH1501058,1/4/2019 9:11
35360,4/19/2018 5:44,Critical,5,0.021,Delivery Truck,361,JM558069,4/28/2018 22:33
39079,9/7/2018 8:30,High,8,0.024,Delivery Truck,419,BT11485120,9/13/2018 5:05
46531,8/21/2018 6:13,Low,2,0.002,Delivery Truck,342,AH1007523,9/14/2018 22:48
48548,3/26/2018 13:00,Critical,17,0.018,Delivery Truck,353,MS1736539,4/11/2018 16:43
54592,6/12/2018 4:46,Low,2,0.025,Delivery Truck,390,EB1387059,6/19/2018 21:12
55202,8/24/2018 17:05,Low,3,0.005,Express Air,410,DJ1363028,9/10/2018 22:56
1191,11/7/2018 20:55,Medium,15,0.016,Delivery Truck,337,PS1897028,11/20/2018 2:34
1988,10/6/2018 11:32,Not Specified,11,0.001,Delivery Truck,375,DP131057,10/31/2018 10:15
4960,2/25/2018 15:02,Low,3,0.017,Express Air,234,AF1088564,3/19/2018 8:48
6086,9/22/2018 18:52,Critical,8,0.01,Delivery Truck,408,CP1208598,10/18/2018 15:10
6912,12/10/2018 4:52,Not Specified,7,0.011,Delivery Truck,395,RH9495111,12/11/2018 2:27
7075,10/11/2018 23:33,Low,10,0.008,Delivery Truck,387,TM2149045,11/2/2018 18:11
7075,10/10/2018 12:11,Low,16,0.02,Delivery Truck,387,DL13315139,11/1/2018 23:56
8513,7/16/2018 2:40,Low,5,0.014,Express Air,358,DC1328545,8/9/2018 21:50
10436,1/2/2018 6:19,Low,3,0.025,Delivery Truck,337,SB201707,1/9/2018 2:47
10752,9/11/2018 5:51,Critical,10,0.001,Delivery Truck,428,EB1411048,9/15/2018 20:36
12868,3/2/2018 14:27,Critical,5,0.011,Delivery Truck,343,SJ2050045,4/1/2018 6:00
15009,12/22/2018 21:32,Not Specified,15,0.014,Express Air,390,BE1141048,12/30/2018 3:43
19558,2/26/2018 17:20,Low,14,0.008,Delivery Truck,453,JE1616559,3/4/2018 10:33
20737,12/25/2018 23:51,Medium,8,0.012,Delivery Truck,398,RP19390102,12/29/2018 2:04
21606,1/22/2018 2:20,Not Specified,5,0.005,Delivery Truck,346,CR1262558,1/31/2018 7:24
23522,4/12/2018 1:36,Critical,2,0.008,Express Air,395,AP1072092,4/27/2018 19:29
23522,4/12/2018 18:38,Critical,15,0.016,Delivery Truck,395,JW1607592,5/3/2018 13:11
23522,4/11/2018 3:49,Critical,6,0.022,Delivery Truck,395,BG1103564,4/24/2018 3:06
23968,3/5/2018 21:28,Critical,7,0.013,Delivery Truck,366,CR1273018,3/30/2018 12:47
25955,5/4/2018 17:42,Not Specified,7,0.021,Delivery Truck,310,CC1237026,5/7/2018 20:56
27430,1/31/2018 21:12,High,6,0.021,Delivery Truck,397,JM15265102,3/2/2018 20:47
28992,9/19/2018 0:21,Critical,5,0.003,Express Air,341,TP21130144,10/3/2018 3:02
30151,1/29/2018 6:33,Not Specified,16,0.005,Delivery Truck,337,KD1627018,2/20/2018 23:17
30276,8/26/2018 17:57,Low,2,0.021,Delivery Truck,335,MW1822027,9/2/2018 2:34
30276,8/27/2018 4:36,Low,15,0.014,Delivery Truck,335,CM1216093,9/25/2018 22:09
30279,12/8/2018 15:13,Critical,12,0.023,Delivery Truck,453,AG1033028,1/5/2019 10:54
30279,12/8/2018 22:40,Critical,5,0.002,Delivery Truck,453,SS2041045,12/27/2018 23:58
32965,2/25/2018 9:01,High,4,0.021,Delivery Truck,367,AS10090140,3/22/2018 13:17
33253,12/1/2018 1:24,Not Specified,10,0.012,Delivery Truck,388,MG1814539,12/2/2018 8:44
34694,4/28/2018 7:00,Low,6,0.001,Delivery Truck,392,SV2093559,5/1/2018 1:12
34725,7/28/2018 21:16,Low,14,0.005,Delivery Truck,358,AJ107801,8/5/2018 13:39
35296,3/21/2018 15:39,Low,7,0.012,Delivery Truck,384,CS11950124,4/17/2018 21:57
35494,2/14/2018 1:07,Medium,5,0,Delivery Truck,411,AW1093051,3/9/2018 7:35
35845,1/7/2018 7:57,High,9,0.012,Delivery Truck,393,TH212357,2/6/2018 15:28
37792,12/30/2018 8:48,High,6,0.001,Delivery Truck,352,BM1178558,1/22/2019 17:01
37893,11/24/2018 8:47,Not Specified,2,0.022,Delivery Truck,456,EM1414039,12/1/2018 21:38
39169,8/27/2018 8:42,Medium,16,0.012,Delivery Truck,305,TA21385102,8/29/2018 4:03
46531,8/22/2018 10:03,Low,14,0.024,Delivery Truck,342,BS1800117,9/15/2018 20:56
47106,10/25/2018 15:24,Medium,8,0.021,Delivery Truck,420,NF1847527,11/7/2018 11:02
49443,1/24/2018 21:51,High,4,0.008,Delivery Truck,376,CC1237059,2/23/2018 4:27
49824,3/22/2018 17:55,High,17,0.012,Express Air,390,HL1504093,4/5/2018 1:43
51783,11/11/2018 7:27,Medium,11,0.013,Delivery Truck,294,GM1450093,12/3/2018 1:28
54592,6/13/2018 11:53,Low,17,0.014,Delivery Truck,390,SC2072518,6/20/2018 4:14
55425,11/2/2018 17:41,Critical,7,0.011,Express Air,375,FH14275139,11/4/2018 18:33
55616,5/9/2018 16:52,High,9,0.001,Delivery Truck,411,BF110807,5/14/2018 12:54
56768,7/27/2018 14:57,Critical,14,0.008,Delivery Truck,354,DA1345031,7/30/2018 4:58
135,10/21/2018 23:29,Not Specified,16,0.001,Delivery Truck,457,AS1028558,10/25/2018 11:19
225,5/25/2018 20:25,Critical,9,0.015,Delivery Truck,412,RK1930018,6/12/2018 13:36
225,5/25/2018 8:05,Critical,14,0.012,Delivery Truck,412,ON1871545,6/11/2018 8:08
2467,7/15/2018 1:50,Not Specified,5,0.006,Delivery Truck,459,AD1018059,8/4/2018 10:53
3750,4/29/2018 10:50,Medium,9,0.002,Delivery Truck,185,XP2186539,5/13/2018 4:12
4769,4/14/2018 11:42,Not Specified,3,0.016,Delivery Truck,466,SG2047058,5/9/2018 3:52
5636,2/15/2018 17:55,Medium,16,0.004,Delivery Truck,469,RF19345120,3/4/2018 20:27
6148,12/24/2018 22:29,Medium,11,0.022,Delivery Truck,471,CC1214548,1/20/2019 12:09
6148,12/25/2018 13:49,Medium,12,0.007,Express Air,471,SC2068027,1/2/2019 0:07
10722,1/20/2018 13:12,Not Specified,6,0.012,Delivery Truck,458,BT11395139,2/8/2018 9:18
12448,11/9/2018 13:23,Critical,3,0.003,Delivery Truck,469,SM2000591,11/11/2018 13:30
12448,11/8/2018 5:39,Critical,10,0.014,Delivery Truck,469,CC1237011,11/22/2018 13:02
13156,10/5/2018 8:31,Low,7,0.012,Delivery Truck,474,SW2024559,10/24/2018 1:35
15264,11/17/2018 8:28,Medium,16,0,Delivery Truck,466,SC20305120,12/7/2018 9:06
15264,11/18/2018 23:27,Medium,11,0.023,Delivery Truck,466,JB1600059,12/9/2018 11:02
16582,10/1/2018 17:30,Critical,9,0.018,Delivery Truck,476,AS63095,10/4/2018 21:28
17765,9/15/2018 16:20,Not Specified,11,0.014,Delivery Truck,469,JB1540051,9/21/2018 4:53
17958,8/11/2018 2:16,Low,13,0.005,Delivery Truck,461,CL1189066,8/20/2018 4:18
18375,9/22/2018 16:45,Low,7,0.011,Delivery Truck,475,CS1246011,9/30/2018 17:41
18532,10/20/2018 17:26,Not Specified,6,0.002,Delivery Truck,461,CC1247558,10/31/2018 23:24
18532,10/21/2018 12:34,Not Specified,6,0.02,Delivery Truck,461,TM2149045,10/28/2018 15:03
18852,9/20/2018 10:47,High,6,0.024,Express Air,475,NZ1856545,10/3/2018 7:00
19811,8/9/2018 8:08,Low,16,0.004,Express Air,481,BW1106548,8/19/2018 12:25
20068,3/1/2018 3:28,Critical,13,0.02,Delivery Truck,482,BM1178527,3/2/2018 0:59
20384,10/25/2018 15:33,Low,14,0.019,Delivery Truck,481,MC7575110,11/12/2018 11:43
20384,10/26/2018 9:20,Low,4,0.019,Delivery Truck,481,SV10815126,11/10/2018 7:52
21057,2/3/2018 22:01,Low,14,0.017,Delivery Truck,483,DP310586,2/22/2018 15:08
24099,5/21/2018 8:07,Not Specified,12,0.01,Delivery Truck,467,SV1078529,6/5/2018 22:11
24099,5/21/2018 10:31,Not Specified,2,0.023,Delivery Truck,467,ML1739559,5/23/2018 9:12
25479,4/28/2018 15:50,Critical,2,0.019,Delivery Truck,150,CY1274558,5/1/2018 6:27
28581,12/8/2018 4:46,Medium,11,0.013,Delivery Truck,482,KD1627018,1/7/2019 5:15
28581,12/8/2018 4:28,Medium,19,0.005,Delivery Truck,482,RA199157,1/3/2019 16:46
31846,8/14/2018 0:51,Critical,19,0.02,Delivery Truck,474,HL150407,9/6/2018 5:13
32065,12/2/2018 14:15,Medium,3,0.02,Delivery Truck,480,CR2625108,12/29/2018 18:16
32613,12/17/2018 3:21,Low,12,0.012,Express Air,488,SC1072524,1/14/2019 0:07
32613,12/17/2018 8:21,Low,6,0.021,Delivery Truck,488,BS1166582,12/24/2018 22:39
32613,12/17/2018 14:55,Low,3,0.005,Express Air,488,KM1637548,1/9/2019 7:01
33764,2/10/2018 18:16,Critical,13,0.017,Delivery Truck,485,JM15265102,2/23/2018 13:10
34727,3/13/2018 6:23,Low,6,0.017,Express Air,458,SS20140104,4/4/2018 8:52
34881,2/8/2018 2:16,Medium,9,0.005,Delivery Truck,459,RW1954096,3/8/2018 17:56
35841,5/8/2018 18:55,Medium,16,0.007,Delivery Truck,471,AA1037582,6/5/2018 2:44
35841,5/9/2018 21:16,Medium,3,0.02,Delivery Truck,471,LW1682558,5/13/2018 1:26
37414,9/10/2018 6:53,Low,8,0.012,Delivery Truck,466,GH14410120,10/8/2018 23:03
38305,5/1/2018 20:32,Critical,13,0.009,Delivery Truck,488,SG10605107,5/22/2018 8:53
39878,3/6/2018 22:34,Not Specified,9,0.003,Delivery Truck,465,GM1444092,3/17/2018 19:19
40643,4/5/2018 15:21,Critical,12,0.015,Delivery Truck,466,MT807038,5/2/2018 1:46
40870,12/12/2018 23:17,Critical,3,0.018,Delivery Truck,483,FH14275139,1/1/2019 20:35
40870,12/11/2018 16:52,Critical,16,0.023,Delivery Truck,483,ML180407,12/27/2018 21:49
40934,11/13/2018 12:41,Not Specified,15,0.011,Delivery Truck,482,EM1406548,11/22/2018 11:34
40934,11/13/2018 14:59,Not Specified,12,0.012,Delivery Truck,482,BD115007,11/27/2018 20:11
41254,1/11/2018 10:59,Critical,4,0.005,Delivery Truck,481,NC834073,1/25/2018 22:25
42918,5/22/2018 17:46,High,10,0.016,Express Air,85,CC125507,6/4/2018 12:34
46562,2/13/2018 8:24,Not Specified,4,0.011,Delivery Truck,457,DK1298558,2/24/2018 22:32
46916,10/4/2018 9:02,High,6,0.008,Regular Air,491,BM1178558,10/31/2018 23:34
47265,12/10/2018 22:45,Critical,13,0.022,Regular Air,466,JF15415139,12/29/2018 3:13
49762,6/16/2018 2:45,High,19,0.023,Regular Air,468,PC18745102,7/10/2018 18:16
49892,2/11/2018 23:21,Low,2,0.025,Regular Air,150,GP1474058,3/6/2018 8:45
51008,8/21/2018 17:57,High,6,0.015,Regular Air,488,CR1273028,9/3/2018 17:37
51463,12/18/2018 16:53,Low,9,0.02,Regular Air,416,AG1067555,1/14/2019 9:37
51463,12/18/2018 14:12,Low,2,0.002,Express Air,416,VF21715102,1/7/2019 17:32
52486,1/5/2018 4:02,Not Specified,10,0.009,Regular Air,458,FH14275139,1/26/2018 11:10
53411,11/30/2018 16:00,Critical,6,0.007,Regular Air,473,EH4125134,12/19/2018 23:15
54368,11/2/2018 21:21,Not Specified,15,0.02,Regular Air,95,BP11290113,11/30/2018 9:36
54368,11/2/2018 14:42,Not Specified,8,0.022,Regular Air,95,BD1177045,11/11/2018 2:24
